연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비,인구10만명당 사고건수,자동차1만대당 사고건수,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,기타,차대사람,차대차,차량단독,철길건널목
2010,어린이사고,1702,98,0.7,1,0.79,1.02,115,0.67,,,,,,,,,,,,,
2010,노인사고,1702,234,0.91,24,1.37,10.26,246,0.9,,,,,,,,,,,,,
2010,보행자사고,1702,313,0.62,23,1.1,7.35,313,0.61,,,,,,,,,,,,,
2010,자전거사고,1702,15,0.56,1,1.37,6.67,14,0.51,,,,,,,,,,,,,
2010,야간사고,1702,586,0.53,26,0.87,4.44,961,0.55,,,,,,,,,,,,,
2010,어린이보행사고,1702,46,0.7,0,0,0,48,0.72,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1702,13,1.77,0,0,0,13,1.71,,,,,,,,,,,,,
2010,고령운전사고,1702,111,0.88,8,1.46,7.21,175,0.94,,,,,,,,,,,,,
2010,고령보행사고,1702,70,0.8,13,1.35,18.57,58,0.73,,,,,,,,,,,,,
2010,뺑소니사고,1702,76,0.65,2,0.74,2.63,123,0.65,,,,,,,,,,,,,
2010,무면허사고,1702,53,0.6,3,0.78,5.66,79,0.6,,,,,,,,,,,,,
2010,전체,1704,723,0.32,36,0.66,4.98,1168,0.34,585.37,139.37,9,79,57,35,316,27,179,136,538,49,0
2010,어린이사고,1704,57,0.4,1,0.79,1.75,74,0.43,,,,,,,,,,,,,
2010,노인사고,1704,155,0.6,13,0.74,8.39,162,0.59,,,,,,,,,,,,,
2010,보행자사고,1704,137,0.27,15,0.72,10.95,131,0.26,,,,,,,,,,,,,
2010,자전거사고,1704,11,0.41,0,0,0,13,0.48,,,,,,,,,,,,,
2010,야간사고,1704,294,0.26,16,0.53,5.44,492,0.28,,,,,,,,,,,,,
2010,어린이보행사고,1704,28,0.42,1,1.27,3.57,29,0.43,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1704,4,0.55,1,11.11,25,4,0.53,,,,,,,,,,,,,
2010,고령운전사고,1704,67,0.53,4,0.73,5.97,103,0.55,,,,,,,,,,,,,
2010,고령보행사고,1704,34,0.39,8,0.83,23.53,27,0.34,,,,,,,,,,,,,
2010,뺑소니사고,1704,37,0.32,0,0,0,50,0.27,,,,,,,,,,,,,
2010,무면허사고,1704,34,0.38,2,0.52,5.88,49,0.37,,,,,,,,,,,,,
2010,전체,1705,428,0.19,31,0.57,7.24,605,0.17,483.27,107.99,5,49,26,18,208,36,74,76,325,27,0
2010,어린이사고,1705,30,0.21,0,0,0,38,0.22,,,,,,,,,,,,,
2010,노인사고,1705,102,0.4,13,0.74,12.75,99,0.36,,,,,,,,,,,,,
2010,보행자사고,1705,77,0.15,7,0.34,9.09,73,0.14,,,,,,,,,,,,,
2010,자전거사고,1705,3,0.11,0,0,0,3,0.11,,,,,,,,,,,,,
2010,야간사고,1705,170,0.15,15,0.5,8.82,242,0.14,,,,,,,,,,,,,
2010,어린이보행사고,1705,11,0.17,0,0,0,11,0.16,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1705,1,0.14,0,0,0,1,0.13,,,,,,,,,,,,,
2010,고령운전사고,1705,46,0.36,4,0.73,8.7,61,0.33,,,,,,,,,,,,,
2010,고령보행사고,1705,21,0.24,3,0.31,14.29,18,0.23,,,,,,,,,,,,,
2010,뺑소니사고,1705,16,0.14,1,0.37,6.25,26,0.14,,,,,,,,,,,,,
2010,무면허사고,1705,19,0.21,4,1.03,21.05,26,0.2,,,,,,,,,,,,,
2010,전체,1706,526,0.24,36,0.66,6.84,890,0.26,550.46,112.18,7,41,37,40,258,38,93,74,416,36,0
2010,어린이사고,1706,29,0.21,0,0,0,36,0.21,,,,,,,,,,,,,
2010,노인사고,1706,119,0.46,11,0.63,9.24,147,0.54,,,,,,,,,,,,,
2010,보행자사고,1706,76,0.15,12,0.58,15.79,67,0.13,,,,,,,,,,,,,
2010,자전거사고,1706,2,0.08,1,1.37,50,1,0.04,,,,,,,,,,,,,
2010,야간사고,1706,217,0.2,23,0.77,10.6,353,0.2,,,,,,,,,,,,,
2010,어린이보행사고,1706,5,0.08,0,0,0,5,0.07,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1706,1,0.14,0,0,0,1,0.13,,,,,,,,,,,,,
2010,고령운전사고,1706,32,0.25,5,0.91,15.63,44,0.24,,,,,,,,,,,,,
2010,고령보행사고,1706,26,0.3,5,0.52,19.23,21,0.27,,,,,,,,,,,,,
2010,뺑소니사고,1706,31,0.26,2,0.74,6.45,50,0.27,,,,,,,,,,,,,
2010,무면허사고,1706,21,0.24,5,1.29,23.81,31,0.23,,,,,,,,,,,,,
2010,전체,1711,442,0.2,28,0.52,6.33,799,0.23,506.13,104.35,3,48,52,18,267,35,8,64,340,38,0
2010,어린이사고,1711,24,0.17,0,0,0,33,0.19,,,,,,,,,,,,,
2010,노인사고,1711,85,0.33,10,0.57,11.76,92,0.34,,,,,,,,,,,,,
2010,보행자사고,1711,67,0.13,7,0.34,10.45,62,0.12,,,,,,,,,,,,,
2010,자전거사고,1711,3,0.11,2,2.74,66.67,1,0.04,,,,,,,,,,,,,
2010,야간사고,1711,159,0.14,14,0.47,8.81,262,0.15,,,,,,,,,,,,,
2010,어린이보행사고,1711,9,0.14,0,0,0,9,0.13,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1711,4,0.55,0,0,0,4,0.53,,,,,,,,,,,,,
2010,고령운전사고,1711,33,0.26,5,0.91,15.15,51,0.27,,,,,,,,,,,,,
2010,고령보행사고,1711,22,0.25,3,0.31,13.64,19,0.24,,,,,,,,,,,,,
2010,뺑소니사고,1711,25,0.21,2,0.74,8,48,0.25,,,,,,,,,,,,,
2010,무면허사고,1711,26,0.29,4,1.03,15.38,46,0.35,,,,,,,,,,,,,
2010,전체,1712,125,0.06,8,0.15,6.4,210,0.06,449.37,104.23,5,13,1,1,77,8,19,20,77,28,0
2010,어린이사고,1712,10,0.07,1,0.79,10,13,0.08,,,,,,,,,,,,,
2010,노인사고,1712,33,0.13,5,0.29,15.15,34,0.12,,,,,,,,,,,,,
2010,보행자사고,1712,21,0.04,0,0,0,22,0.04,,,,,,,,,,,,,
2010,자전거사고,1712,1,0.04,0,0,0,1,0.04,,,,,,,,,,,,,
2010,야간사고,1712,40,0.04,2,0.07,5,68,0.04,,,,,,,,,,,,,
2010,어린이보행사고,1712,4,0.06,0,0,0,4,0.06,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1712,1,0.14,0,0,0,1,0.13,,,,,,,,,,,,,
2010,고령운전사고,1712,19,0.15,3,0.55,15.79,24,0.13,,,,,,,,,,,,,
2010,고령보행사고,1712,4,0.05,0,0,0,4,0.05,,,,,,,,,,,,,
2010,뺑소니사고,1712,4,0.03,0,0,0,9,0.05,,,,,,,,,,,,,
2010,무면허사고,1712,15,0.17,2,0.52,13.33,25,0.19,,,,,,,,,,,,,
2010,전체,1713,102,0.05,10,0.18,9.8,210,0.06,395.9,89.77,0,14,1,5,63,10,7,28,60,14,0
2010,어린이사고,1713,5,0.04,0,0,0,5,0.03,,,,,,,,,,,,,
2010,노인사고,1713,30,0.12,2,0.11,6.67,31,0.11,,,,,,,,,,,,,
2010,보행자사고,1713,28,0.06,3,0.14,10.71,25,0.05,,,,,,,,,,,,,
2010,야간사고,1713,40,0.04,7,0.23,17.5,69,0.04,,,,,,,,,,,,,
2010,어린이보행사고,1713,3,0.05,0,0,0,3,0.04,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1713,1,0.14,0,0,0,1,0.13,,,,,,,,,,,,,
2010,고령운전사고,1713,12,0.1,1,0.18,8.33,19,0.1,,,,,,,,,,,,,
2010,고령보행사고,1713,10,0.11,1,0.1,10,9,0.11,,,,,,,,,,,,,
2010,뺑소니사고,1713,1,0.01,0,0,0,1,0.01,,,,,,,,,,,,,
2010,무면허사고,1713,1,0.01,0,0,0,1,0.01,,,,,,,,,,,,,
2010,전체,1714,102,0.05,20,0.37,19.61,168,0.05,431.27,99.65,4,16,1,5,57,8,10,14,68,20,0
2010,어린이사고,1714,4,0.03,2,1.59,50,2,0.01,,,,,,,,,,,,,
2010,노인사고,1714,28,0.11,5,0.29,17.86,28,0.1,,,,,,,,,,,,,
2010,보행자사고,1714,16,0.03,5,0.24,31.25,11,0.02,,,,,,,,,,,,,
2010,야간사고,1714,30,0.03,6,0.2,20,46,0.03,,,,,,,,,,,,,
2010,어린이보행사고,1714,1,0.02,1,1.27,100,0,0,,,,,,,,,,,,,
2010,고령운전사고,1714,7,0.06,2,0.37,28.57,8,0.04,,,,,,,,,,,,,
2010,고령보행사고,1714,5,0.06,3,0.31,60,2,0.03,,,,,,,,,,,,,
2010,뺑소니사고,1714,3,0.03,0,0,0,3,0.02,,,,,,,,,,,,,
2010,무면허사고,1714,3,0.03,4,1.03,133.33,5,0.04,,,,,,,,,,,,,
2010,전체,1715,120,0.05,8,0.15,6.67,170,0.05,387.83,91.23,2,12,8,13,61,16,6,17,91,12,0
2010,어린이사고,1715,4,0.03,0,0,0,5,0.03,,,,,,,,,,,,,
2010,노인사고,1715,37,0.14,2,0.11,5.41,40,0.15,,,,,,,,,,,,,
2010,보행자사고,1715,19,0.04,1,0.05,5.26,19,0.04,,,,,,,,,,,,,
2010,야간사고,1715,32,0.03,3,0.1,9.38,37,0.02,,,,,,,,,,,,,
2010,어린이보행사고,1715,2,0.03,0,0,0,2,0.03,,,,,,,,,,,,,
2010,고령운전사고,1715,12,0.1,0,0,0,16,0.09,,,,,,,,,,,,,
2010,고령보행사고,1715,11,0.13,1,0.1,9.09,11,0.14,,,,,,,,,,,,,
2010,뺑소니사고,1715,1,0.01,1,0.37,100,0,0,,,,,,,,,,,,,
2010,무면허사고,1715,8,0.09,0,0,0,8,0.06,,,,,,,,,,,,,
2010,전체,1717,119,0.05,7,0.13,5.88,209,0.06,390.13,91.71,5,20,3,5,52,13,19,19,90,10,0
2010,어린이사고,1717,14,0.1,0,0,0,19,0.11,,,,,,,,,,,,,
2010,노인사고,1717,33,0.13,2,0.11,6.06,39,0.14,,,,,,,,,,,,,
2010,보행자사고,1717,19,0.04,1,0.05,5.26,19,0.04,,,,,,,,,,,,,
2010,야간사고,1717,33,0.03,4,0.13,12.12,53,0.03,,,,,,,,,,,,,
2010,어린이보행사고,1717,3,0.05,0,0,0,3,0.04,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1717,1,0.14,0,0,0,1,0.13,,,,,,,,,,,,,
2010,고령운전사고,1717,16,0.13,0,0,0,18,0.1,,,,,,,,,,,,,
2010,고령보행사고,1717,8,0.09,1,0.1,12.5,8,0.1,,,,,,,,,,,,,
2010,뺑소니사고,1717,3,0.03,0,0,0,3,0.02,,,,,,,,,,,,,
2010,무면허사고,1717,7,0.08,0,0,0,9,0.07,,,,,,,,,,,,,
2010,전체,1719,258,0.12,13,0.24,5.04,499,0.14,420.15,93.33,1,23,16,5,130,35,40,42,193,23,0
2010,어린이사고,1719,19,0.13,0,0,0,29,0.17,,,,,,,,,,,,,
2010,노인사고,1719,76,0.29,4,0.23,5.26,98,0.36,,,,,,,,,,,,,
2010,보행자사고,1719,43,0.09,2,0.1,4.65,43,0.08,,,,,,,,,,,,,
2010,야간사고,1719,87,0.08,8,0.27,9.2,158,0.09,,,,,,,,,,,,,
2010,어린이보행사고,1719,2,0.03,0,0,0,2,0.03,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1719,3,0.41,0,0,0,3,0.39,,,,,,,,,,,,,
2010,고령운전사고,1719,26,0.21,1,0.18,3.85,46,0.25,,,,,,,,,,,,,
2010,고령보행사고,1719,13,0.15,1,0.1,7.69,12,0.15,,,,,,,,,,,,,
2010,뺑소니사고,1719,2,0.02,1,0.37,50,4,0.02,,,,,,,,,,,,,
2010,무면허사고,1719,20,0.23,1,0.26,5,32,0.24,,,,,,,,,,,,,
2010,전체,1720,377,0.17,18,0.33,4.77,685,0.2,622.14,137.54,4,46,9,10,201,46,54,56,290,31,0
2010,어린이사고,1720,33,0.23,1,0.79,3.03,40,0.23,,,,,,,,,,,,,
2010,노인사고,1720,107,0.41,5,0.29,4.67,121,0.44,,,,,,,,,,,,,
2010,보행자사고,1720,59,0.12,2,0.1,3.39,58,0.11,,,,,,,,,,,,,
2010,자전거사고,1720,9,0.34,0,0,0,9,0.33,,,,,,,,,,,,,
2010,야간사고,1720,125,0.11,10,0.33,8,210,0.12,,,,,,,,,,,,,
2010,어린이보행사고,1720,12,0.18,1,1.27,8.33,11,0.16,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1720,1,0.14,0,0,0,1,0.13,,,,,,,,,,,,,
2010,고령운전사고,1720,57,0.45,4,0.73,7.02,86,0.46,,,,,,,,,,,,,
2010,고령보행사고,1720,16,0.18,1,0.1,6.25,15,0.19,,,,,,,,,,,,,
2010,뺑소니사고,1720,15,0.13,0,0,0,25,0.13,,,,,,,,,,,,,
2010,무면허사고,1720,21,0.24,0,0,0,31,0.23,,,,,,,,,,,,,
2010,전체,1723,2075,0.93,65,1.2,3.13,3182,0.92,667.69,160.68,6,126,311,204,1058,55,266,368,1654,53,0
2010,어린이사고,1723,143,1.01,0,0,0,181,1.05,,,,,,,,,,,,,
2010,노인사고,1723,277,1.07,24,1.37,8.66,297,1.08,,,,,,,,,,,,,
2010,보행자사고,1723,378,0.75,28,1.34,7.41,372,0.73,,,,,,,,,,,,,
2010,자전거사고,1723,7,0.26,0,0,0,7,0.26,,,,,,,,,,,,,
2010,야간사고,1723,909,0.82,36,1.2,3.96,1445,0.83,,,,,,,,,,,,,
2010,어린이보행사고,1723,62,0.94,0,0,0,62,0.93,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1723,10,1.36,0,0,0,10,1.32,,,,,,,,,,,,,
2010,고령운전사고,1723,120,0.95,8,1.46,6.67,179,0.96,,,,,,,,,,,,,
2010,고령보행사고,1723,77,0.88,10,1.04,12.99,70,0.88,,,,,,,,,,,,,
2010,뺑소니사고,1723,142,1.21,7,2.58,4.93,212,1.13,,,,,,,,,,,,,
2010,무면허사고,1723,68,0.77,6,1.55,8.82,100,0.75,,,,,,,,,,,,,
2010,전체,1800,10949,4.83,435,7.9,3.97,18610,5.28,616.13,105.36,42,880,887,676,6225,1178,849,1974,7808,1166,1
2010,어린이사고,1800,847,6.01,6,4.76,0.71,1102,6.42,,,,,,,,,,,,,
2010,노인사고,1800,2151,8.33,175,9.99,8.14,2401,8.76,,,,,,,,,,,,,
2010,보행자사고,1800,2013,3.99,137,6.58,6.81,1963,3.86,,,,,,,,,,,,,
2010,자전거사고,1800,134,5.03,5,6.85,3.73,137,5.02,,,,,,,,,,,,,
2010,야간사고,1800,4407,3.96,216,7.21,4.9,7272,4.19,,,,,,,,,,,,,
2010,어린이보행사고,1800,330,5,5,6.33,1.52,336,5.02,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1800,35,4.77,1,11.11,2.86,36,4.74,,,,,,,,,,,,,
2010,고령운전사고,1800,970,7.68,58,10.6,5.98,1530,8.2,,,,,,,,,,,,,
2010,고령보행사고,1800,500,5.68,78,8.07,15.6,429,5.41,,,,,,,,,,,,,
2010,뺑소니사고,1800,495,4.22,14,5.17,2.83,788,4.18,,,,,,,,,,,,,
2010,무면허사고,1800,707,7.97,50,12.92,7.07,1030,7.76,,,,,,,,,,,,,
2010,전체,1802,1552,0.69,29,0.53,1.87,2704,0.78,627.22,172.44,2,93,211,83,824,186,117,337,1153,62,0
2010,어린이사고,1802,132,0.94,1,0.79,0.76,170,0.99,,,,,,,,,,,,,
2010,노인사고,1802,165,0.64,14,0.8,8.48,172,0.63,,,,,,,,,,,,,
2010,보행자사고,1802,338,0.67,16,0.77,4.73,334,0.66,,,,,,,,,,,,,
2010,자전거사고,1802,22,0.83,0,0,0,22,0.81,,,,,,,,,,,,,
2010,야간사고,1802,768,0.69,18,0.6,2.34,1361,0.78,,,,,,,,,,,,,
2010,어린이보행사고,1802,62,0.94,1,1.27,1.61,64,0.96,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1802,9,1.23,0,0,0,9,1.18,,,,,,,,,,,,,
2010,고령운전사고,1802,81,0.64,1,0.18,1.23,133,0.71,,,,,,,,,,,,,
2010,고령보행사고,1802,51,0.58,10,1.04,19.61,41,0.52,,,,,,,,,,,,,
2010,뺑소니사고,1802,98,0.84,1,0.37,1.02,150,0.8,,,,,,,,,,,,,
2010,무면허사고,1802,78,0.88,3,0.78,3.85,122,0.92,,,,,,,,,,,,,
2010,전체,1803,1242,0.56,33,0.61,2.66,1836,0.53,419.77,112.56,0,94,130,76,712,123,63,337,838,67,0
2010,어린이사고,1803,98,0.7,1,0.79,1.02,119,0.69,,,,,,,,,,,,,
2010,노인사고,1803,163,0.63,10,0.57,6.13,162,0.59,,,,,,,,,,,,,
2010,보행자사고,1803,346,0.69,13,0.62,3.76,343,0.67,,,,,,,,,,,,,
2010,자전거사고,1803,9,0.34,1,1.37,11.11,10,0.37,,,,,,,,,,,,,
2010,야간사고,1803,548,0.49,15,0.5,2.74,810,0.47,,,,,,,,,,,,,
2010,어린이보행사고,1803,53,0.8,1,1.27,1.89,54,0.81,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1803,4,0.55,1,11.11,25,5,0.66,,,,,,,,,,,,,
2010,고령운전사고,1803,58,0.46,1,0.18,1.72,98,0.53,,,,,,,,,,,,,
2010,고령보행사고,1803,77,0.88,8,0.83,10.39,70,0.88,,,,,,,,,,,,,
2010,뺑소니사고,1803,85,0.72,1,0.37,1.18,130,0.69,,,,,,,,,,,,,
2010,무면허사고,1803,76,0.86,5,1.29,6.58,100,0.75,,,,,,,,,,,,,
2010,전체,1804,1703,0.76,48,0.88,2.82,2927,0.84,621.09,154.61,3,97,191,154,996,89,115,369,1225,108,1
2010,어린이사고,1804,150,1.06,1,0.79,0.67,192,1.12,,,,,,,,,,,,,
2010,노인사고,1804,234,0.91,16,0.91,6.84,248,0.91,,,,,,,,,,,,,
2010,보행자사고,1804,376,0.75,22,1.06,5.85,372,0.73,,,,,,,,,,,,,
2010,자전거사고,1804,23,0.86,2,2.74,8.7,23,0.84,,,,,,,,,,,,,
2010,야간사고,1804,806,0.73,29,0.97,3.6,1379,0.79,,,,,,,,,,,,,
2010,어린이보행사고,1804,73,1.11,1,1.27,1.37,73,1.09,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1804,3,0.41,0,0,0,3,0.39,,,,,,,,,,,,,
2010,고령운전사고,1804,99,0.78,6,1.1,6.06,180,0.96,,,,,,,,,,,,,
2010,고령보행사고,1804,82,0.93,11,1.14,13.41,72,0.91,,,,,,,,,,,,,
2010,뺑소니사고,1804,108,0.92,2,0.74,1.85,166,0.88,,,,,,,,,,,,,
2010,무면허사고,1804,108,1.22,9,2.33,8.33,161,1.21,,,,,,,,,,,,,
2010,전체,1806,859,0.38,48,0.88,5.59,1582,0.46,938.39,184.01,1,68,73,78,470,53,110,114,631,114,0
2010,어린이사고,1806,58,0.41,1,0.79,1.72,75,0.44,,,,,,,,,,,,,
2010,노인사고,1806,200,0.77,25,1.43,12.5,229,0.84,,,,,,,,,,,,,
2010,보행자사고,1806,116,0.23,13,0.62,11.21,112,0.22,,,,,,,,,,,,,
2010,자전거사고,1806,11,0.41,1,1.37,9.09,11,0.4,,,,,,,,,,,,,
2010,야간사고,1806,308,0.28,21,0.7,6.82,526,0.3,,,,,,,,,,,,,
2010,어린이보행사고,1806,12,0.18,0,0,0,12,0.18,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1806,3,0.41,0,0,0,3,0.39,,,,,,,,,,,,,
2010,고령운전사고,1806,82,0.65,7,1.28,8.54,133,0.71,,,,,,,,,,,,,
2010,고령보행사고,1806,39,0.44,7,0.72,17.95,33,0.42,,,,,,,,,,,,,
2010,뺑소니사고,1806,27,0.23,1,0.37,3.7,47,0.25,,,,,,,,,,,,,
2010,무면허사고,1806,49,0.55,2,0.52,4.08,83,0.63,,,,,,,,,,,,,
2010,전체,1808,898,0.4,30,0.55,3.34,1479,0.43,612.22,131.67,3,79,81,25,520,116,51,136,679,83,0
2010,어린이사고,1808,67,0.48,0,0,0,77,0.45,,,,,,,,,,,,,
2010,노인사고,1808,115,0.45,10,0.57,8.7,119,0.43,,,,,,,,,,,,,
2010,보행자사고,1808,138,0.27,6,0.29,4.35,140,0.28,,,,,,,,,,,,,
2010,자전거사고,1808,19,0.71,0,0,0,19,0.7,,,,,,,,,,,,,
2010,야간사고,1808,441,0.4,16,0.53,3.63,705,0.41,,,,,,,,,,,,,
2010,어린이보행사고,1808,35,0.53,0,0,0,37,0.55,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1808,8,1.09,0,0,0,8,1.05,,,,,,,,,,,,,
2010,고령운전사고,1808,50,0.4,4,0.73,8,75,0.4,,,,,,,,,,,,,
2010,고령보행사고,1808,24,0.27,5,0.52,20.83,20,0.25,,,,,,,,,,,,,
2010,뺑소니사고,1808,46,0.39,0,0,0,72,0.38,,,,,,,,,,,,,
2010,무면허사고,1808,58,0.65,7,1.81,12.07,86,0.65,,,,,,,,,,,,,
2010,전체,1812,261,0.12,16,0.29,6.13,463,0.13,538.72,110.54,1,23,24,11,133,36,29,31,198,32,0
2010,어린이사고,1812,19,0.13,0,0,0,23,0.13,,,,,,,,,,,,,
2010,노인사고,1812,68,0.26,6,0.34,8.82,75,0.27,,,,,,,,,,,,,
2010,보행자사고,1812,32,0.06,2,0.1,6.25,31,0.06,,,,,,,,,,,,,
2010,자전거사고,1812,6,0.23,0,0,0,6,0.22,,,,,,,,,,,,,
2010,야간사고,1812,78,0.07,6,0.2,7.69,129,0.07,,,,,,,,,,,,,
2010,어린이보행사고,1812,5,0.08,0,0,0,5,0.07,,,,,,,,,,,,,
2010,고령운전사고,1812,35,0.28,3,0.55,8.57,55,0.29,,,,,,,,,,,,,
2010,고령보행사고,1812,9,0.1,1,0.1,11.11,8,0.1,,,,,,,,,,,,,
2010,뺑소니사고,1812,5,0.04,0,0,0,8,0.04,,,,,,,,,,,,,
2010,무면허사고,1812,21,0.24,1,0.26,4.76,30,0.23,,,,,,,,,,,,,
2010,전체,1813,140,0.06,12,0.22,8.57,209,0.06,433.57,102.24,0,14,1,2,86,29,7,18,103,19,0
2010,어린이사고,1813,7,0.05,0,0,0,8,0.05,,,,,,,,,,,,,
2010,노인사고,1813,43,0.17,5,0.29,11.63,49,0.18,,,,,,,,,,,,,
2010,보행자사고,1813,18,0.04,2,0.1,11.11,17,0.03,,,,,,,,,,,,,
2010,자전거사고,1813,2,0.08,0,0,0,2,0.07,,,,,,,,,,,,,
2010,야간사고,1813,40,0.04,7,0.23,17.5,63,0.04,,,,,,,,,,,,,
2010,어린이보행사고,1813,1,0.02,0,0,0,1,0.01,,,,,,,,,,,,,
2010,고령운전사고,1813,14,0.11,2,0.37,14.29,24,0.13,,,,,,,,,,,,,
2010,고령보행사고,1813,5,0.06,1,0.1,20,4,0.05,,,,,,,,,,,,,
2010,뺑소니사고,1813,2,0.02,0,0,0,3,0.02,,,,,,,,,,,,,
2010,무면허사고,1813,7,0.08,2,0.52,28.57,8,0.06,,,,,,,,,,,,,
2010,전체,1814,179,0.08,11,0.2,6.15,247,0.07,649.37,141.37,1,9,3,7,117,35,6,34,123,22,0
2010,어린이사고,1814,15,0.11,0,0,0,18,0.1,,,,,,,,,,,,,
2010,노인사고,1814,65,0.25,5,0.29,7.69,64,0.23,,,,,,,,,,,,,
2010,보행자사고,1814,34,0.07,4,0.19,11.76,30,0.06,,,,,,,,,,,,,
2010,자전거사고,1814,2,0.08,0,0,0,2,0.07,,,,,,,,,,,,,
2010,야간사고,1814,44,0.04,4,0.13,9.09,56,0.03,,,,,,,,,,,,,
2010,어린이보행사고,1814,5,0.08,0,0,0,5,0.07,,,,,,,,,,,,,
2010,고령운전사고,1814,36,0.29,1,0.18,2.78,46,0.25,,,,,,,,,,,,,
2010,고령보행사고,1814,13,0.15,3,0.31,23.08,10,0.13,,,,,,,,,,,,,
2010,뺑소니사고,1814,4,0.03,1,0.37,25,3,0.02,,,,,,,,,,,,,
2010,무면허사고,1814,7,0.08,0,0,0,8,0.06,,,,,,,,,,,,,
2010,전체,1818,263,0.12,15,0.28,5.7,407,0.12,353.61,88.3,1,20,3,3,176,56,3,39,178,46,0
2010,어린이사고,1818,13,0.09,0,0,0,16,0.09,,,,,,,,,,,,,
2010,노인사고,1818,85,0.33,5,0.29,5.88,92,0.34,,,,,,,,,,,,,
2010,보행자사고,1818,39,0.08,3,0.14,7.69,36,0.07,,,,,,,,,,,,,
2010,자전거사고,1818,3,0.11,0,0,0,3,0.11,,,,,,,,,,,,,
2010,야간사고,1818,87,0.08,7,0.23,8.05,130,0.07,,,,,,,,,,,,,
2010,어린이보행사고,1818,4,0.06,0,0,0,4,0.06,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1818,1,0.14,0,0,0,1,0.13,,,,,,,,,,,,,
2010,고령운전사고,1818,39,0.31,4,0.73,10.26,47,0.25,,,,,,,,,,,,,
2010,고령보행사고,1818,17,0.19,0,0,0,17,0.21,,,,,,,,,,,,,
2010,뺑소니사고,1818,5,0.04,1,0.37,20,4,0.02,,,,,,,,,,,,,
2010,무면허사고,1818,19,0.21,3,0.78,15.79,21,0.16,,,,,,,,,,,,,
2010,전체,1819,272,0.12,19,0.35,6.99,471,0.14,552.22,121.8,2,20,7,9,179,41,14,37,185,50,0
2010,어린이사고,1819,16,0.11,0,0,0,23,0.13,,,,,,,,,,,,,
2010,노인사고,1819,83,0.32,5,0.29,6.02,97,0.35,,,,,,,,,,,,,
2010,보행자사고,1819,38,0.08,7,0.34,18.42,33,0.06,,,,,,,,,,,,,
2010,야간사고,1819,104,0.09,12,0.4,11.54,152,0.09,,,,,,,,,,,,,
2010,어린이보행사고,1819,2,0.03,0,0,0,2,0.03,,,,,,,,,,,,,
2010,고령운전사고,1819,40,0.32,3,0.55,7.5,66,0.35,,,,,,,,,,,,,
2010,고령보행사고,1819,13,0.15,4,0.41,30.77,9,0.11,,,,,,,,,,,,,
2010,뺑소니사고,1819,6,0.05,0,0,0,21,0.11,,,,,,,,,,,,,
2010,무면허사고,1819,16,0.18,0,0,0,35,0.26,,,,,,,,,,,,,
2010,전체,1820,383,0.17,12,0.22,3.13,709,0.2,545.98,128.27,2,41,29,39,195,44,21,88,250,45,0
2010,어린이사고,1820,47,0.33,0,0,0,65,0.38,,,,,,,,,,,,,
2010,노인사고,1820,76,0.29,2,0.11,2.63,108,0.39,,,,,,,,,,,,,
2010,보행자사고,1820,92,0.18,2,0.1,2.17,97,0.19,,,,,,,,,,,,,
2010,자전거사고,1820,3,0.11,1,1.37,33.33,2,0.07,,,,,,,,,,,,,
2010,야간사고,1820,149,0.13,7,0.23,4.7,269,0.15,,,,,,,,,,,,,
2010,어린이보행사고,1820,21,0.32,0,0,0,21,0.31,,,,,,,,,,,,,
2010,스쿨존내어린이사고,1820,2,0.27,0,0,0,2,0.26,,,,,,,,,,,,,
2010,고령운전사고,1820,25,0.2,0,0,0,34,0.18,,,,,,,,,,,,,
2010,고령보행사고,1820,22,0.25,1,0.1,4.55,23,0.29,,,,,,,,,,,,,
2010,뺑소니사고,1820,18,0.15,0,0,0,44,0.23,,,,,,,,,,,,,
2010,무면허사고,1820,17,0.19,1,0.26,5.88,35,0.26,,,,,,,,,,,,,
2010,전체,1821,304,0.14,13,0.24,4.28,519,0.15,711.41,169.28,1,21,6,12,185,70,8,45,181,78,0
2010,어린이사고,1821,30,0.21,0,0,0,47,0.27,,,,,,,,,,,,,
